# lane	index_id	body_id	body_file	body_line	confidence
# Generated from the five published LN-CONCORDANCE.md mapping tables (see _RESIDUE.md section 5).
# body_id NONE == residue: the index promises it and no body exists anywhere. 35 such rows, all L4.
# Four L4 grades were downgraded HIGH->MED by adversarial verification: L4-P2-06, L4-P3-03, L4-P4-09, L4-P8-04.
L2	L2-T144	L2-T144	L2-05-tasks.md	3334	high
L2	L2-T170	L2-T170	L2-03-production-gates.md	155	high
L2	L2-T171	L2-T171	L2-03-production-gates.md	259	high
L2	L2-T172	L2-T172	L2-03-production-gates.md	479	high
L2	L2-T173	L2-T173	L2-03-production-gates.md	645	high
L2	L2-T174	L2-T174	L2-03-production-gates.md	839	high
L2	L2-T175	L2-T175	L2-03-production-gates.md	1210	high
L2	L2-T176	L2-T176	L2-03-production-gates.md	1410	high
L2	L2-T177	L2-T177	L2-03-production-gates.md	2983	high
L2	L2-T300	L2-T300	L2-05-tasks.md	1340	high
L2	L2-T301	L2-T301	L2-05-tasks.md	1439	high
L2	L2-T302	L2-T302	L2-05-tasks.md	1618	high
L2	L2-T303	L2-T303	L2-05-tasks.md	3000	high
L2	L2-T304	L2-T304	L2-05-tasks.md	3039	high
L2	L2-T305	L2-T305	L2-05-tasks.md	3079	high
L2	L2-T306	L2-T306	L2-05-tasks.md	3118	high
L2	L2-T307	L2-T307	L2-05-tasks.md	3157	high
L2	L2-T308	L2-T308	L2-05-tasks.md	3201	high
L2	L2-T309	L2-T309	L2-05-tasks.md	3240	high
L2	L2-T311	L2-T311	L2-05-tasks.md	3279	high
L2	L2-T500	L2-T500	L2-04-evidence-chain.md	156	high
L2	L2-T501	L2-T501	L2-04-evidence-chain.md	259	high
L2	L2-T502	L2-T502	L2-04-evidence-chain.md	318	high
L2	L2-T503	L2-T503	L2-04-evidence-chain.md	441	high
L2	L2-T504	L2-T504	L2-04-evidence-chain.md	584	high
L2	L2-T505	L2-T505	L2-04-evidence-chain.md	794	high
L2	L2-T506	L2-T506	L2-04-evidence-chain.md	926	high
L2	L2-T507	L2-T507	L2-04-evidence-chain.md	1124	high
L2	L2-T508	L2-T508	L2-04-evidence-chain.md	1408	high
L2	L2-T509	L2-T509	L2-04-evidence-chain.md	1729	high
L2	L2-T510	L2-T510	L2-04-evidence-chain.md	1975	high
L2	L2-T511	L2-T511	L2-04-evidence-chain.md	2073	high
L2	L2-T512	L2-T512	L2-04-evidence-chain.md	2347	high
L2	L2-T513	L2-T513	L2-04-evidence-chain.md	2634	high
L2	L2-T514	L2-T514	L2-04-evidence-chain.md	2793	high
L2	L2-T515	L2-T515	L2-04-evidence-chain.md	3047	high
L2	L2-T516	L2-T516	L2-04-evidence-chain.md	3189	high
L2	L2-T517	L2-T517	L2-05-tasks.md	2349	high
L2	L2-T518	L2-T518	L2-05-tasks.md	2437	high
L2	L2-T519	L2-T519	L2-05-tasks.md	2491	high
L2	L2-T520	L2-T520	L2-02-digest-invariant.md	113	high
L2	L2-T521	L2-T521	L2-02-digest-invariant.md	205	high
L2	L2-T522	L2-T522	L2-02-digest-invariant.md	300	high
L2	L2-T523	L2-T523	L2-02-digest-invariant.md	417	high
L2	L2-T524	L2-T524	L2-02-digest-invariant.md	562	high
L2	L2-T525	L2-T525	L2-02-digest-invariant.md	633	high
L2	L2-T526	L2-T526	L2-02-digest-invariant.md	712	high
L2	L2-T527	L2-T527	L2-02-digest-invariant.md	874	high
L2	L2-T528	L2-T528	L2-02-digest-invariant.md	1032	high
L2	L2-T530	L2-T530	L2-05-tasks.md	427	high
L2	L2-T531	L2-T531	L2-05-tasks.md	475	high
L2	L2-T532	L2-T532	L2-05-tasks.md	513	high
L2	L2-T533	L2-T533	L2-05-tasks.md	562	high
L2	L2-T534	L2-T534	L2-05-tasks.md	615	high
L2	L2-T535	L2-T535	L2-05-tasks.md	665	high
L2	L2-T536	L2-T536	L2-05-tasks.md	712	high
L2	L2-T537	L2-T537	L2-05-tasks.md	1250	high
L2	L2-T538	L2-T538	L2-05-tasks.md	1492	high
L2	L2-T539	L2-T539	L2-05-tasks.md	1387	high
L2	L2-T540	L2-T540	L2-05-tasks.md	1658	high
L2	L2-T541	L2-T541	L2-05-tasks.md	1705	high
L2	L2-T542	L2-T542	L2-05-tasks.md	1757	high
L2	L2-T543	L2-T543	L2-05-tasks.md	1804	high
L2	L2-T544	L2-T544	L2-05-tasks.md	1862	high
L2	L2-T545	L2-T545	L2-05-tasks.md	1910	high
L2	L2-T546	L2-T546	L2-05-tasks.md	2304	high
L2	L2-T550	L2-T550	L2-05-tasks.md	2555	high
L2	L2-T551	L2-T551	L2-05-tasks.md	2641	high
L2	L2-T552	L2-T552	L2-05-tasks.md	2730	high
L2	L2-T553	L2-T553	L2-05-tasks.md	2853	high
L2	L2-T554	L2-T554	L2-05-tasks.md	2957	high
L2	L2-T555	L2-T555	L2-05-tasks.md	3550	high
L2	L2-T570	L2-T570	L2-03-production-gates.md	2121	high
L2	L2-T571	L2-T571	L2-03-production-gates.md	2346	high
L2	L2-T572	L2-T572	L2-03-production-gates.md	2668	high
L2	L2-T700	L2-T700	L2-05-tasks.md	3373	high
L2	L2-T701	L2-T701	L2-05-tasks.md	3417	high
L2	L2-T702	L2-T702	L2-05-tasks.md	3460	high
L2	L2-T703	L2-T703	L2-05-tasks.md	3506	high
L3	L3-P0-01	L3-P0-01	L3-06-tasks.md	254	exact
L3	L3-P0-02	L3-P0-02	L3-06-tasks.md	297	exact
L3	L3-P0-03	L3-P0-03	L3-06-tasks.md	351	exact
L3	L3-P0-04	L3-P0-04	L3-06-tasks.md	394	exact
L3	L3-P0-05	L3-P0-05	L3-06-tasks.md	662	exact
L3	L3-P0-06	L3-P0-06	L3-06-tasks.md	713	exact
L3	L3-P0-07	L3-P0-07	L3-06-tasks.md	760	exact
L3	L3-P1-01	L3-P1-01	L3-06-tasks.md	818	exact
L3	L3-P1-02	L3-P1-02	L3-06-tasks.md	859	exact
L3	L3-P1-03	L3-P1-03	L3-06-tasks.md	901	exact
L3	L3-P1-04	L3-P1-04	L3-06-tasks.md	934	exact
L3	L3-P1-05	L3-P1-05	L3-06-tasks.md	967	exact
L3	L3-P1-06	L3-P1-06	L3-06-tasks.md	1000	exact
L3	L3-P1-07	L3-P1-07	L3-06-tasks.md	1033	exact
L3	L3-P1-08	L3-P1-08	L3-06-tasks.md	1068	exact
L3	L3-P1-09	L3-P1-09	L3-06-tasks.md	1101	exact
L3	L3-P1-10	L3-P1-10	L3-06-tasks.md	1134	exact
L3	L3-P1-11	L3-P1-11	L3-06-tasks.md	1167	exact
L3	L3-P1-12	L3-P1-12	L3-06-tasks.md	1200	exact
L3	L3-P1-13	L3-P1-13	L3-06-tasks.md	1238	exact
L3	L3-P1-14	L3-P1-14	L3-06-tasks.md	1271	exact
L3	L3-P1-15	L3-P1-15	L3-06-tasks.md	1304	exact
L3	L3-P1-16	L3-P1-16	L3-06-tasks.md	1337	exact
L3	L3-P1-17	L3-P1-17	L3-06-tasks.md	1369	exact
L3	L3-P1-18	L3-P1-18	L3-06-tasks.md	1404	exact
L3	L3-P1-19	L3-P1-19	L3-06-tasks.md	1435	exact
L3	L3-P1-20	L3-P1-20	L3-06-tasks.md	1470	exact
L3	L3-P2-01	L3-P2-01	L3-06-tasks.md	1514	exact
L3	L3-P2-02	L3-P2-02	L3-06-tasks.md	1579	exact
L3	L3-P2-03	L3-P2-03	L3-06-tasks.md	1609	exact
L3	L3-P2-04	L3-P2-04	L3-06-tasks.md	1639	exact
L3	L3-P2-05	L3-P2-05	L3-06-tasks.md	1669	exact
L3	L3-P2-06	L3-P2-06	L3-06-tasks.md	1699	exact
L3	L3-P3-01	L3-P3-01	L3-06-tasks.md	1734	exact
L3	L3-P3-02	L3-P3-02	L3-06-tasks.md	1764	exact
L3	L3-P3-03	L3-P3-03	L3-06-tasks.md	1798	exact
L3	L3-P3-04	L3-P3-04	L3-06-tasks.md	1829	exact
L3	L3-P3-05	L3-P3-05	L3-06-tasks.md	1867	exact
L3	L3-P3-06	L3-P3-06	L3-06-tasks.md	1896	exact
L3	L3-P4-01	L3-P4-01	L3-06-tasks.md	1939	exact
L3	L3-P4-02	L3-P4-02	L3-06-tasks.md	1969	exact
L3	L3-P4-03	L3-P4-03	L3-06-tasks.md	2002	exact
L3	L3-P4-04	L3-P4-04	L3-06-tasks.md	2035	exact
L3	L3-P4-05	L3-P4-05	L3-06-tasks.md	2065	exact
L3	L3-P4-06	L3-P4-06	L3-06-tasks.md	2098	exact
L3	L3-P4-07	L3-P4-07	L3-06-tasks.md	2130	exact
L3	L3-P4-08	L3-P4-08	L3-06-tasks.md	2180	exact
L3	L3-P4-09	L3-P4-09	L3-06-tasks.md	2212	exact
L3	L3-P4-10	L3-P4-10	L3-06-tasks.md	2243	exact
L3	L3-P5-01	L3-P5-01	L3-06-tasks.md	2288	exact
L3	L3-P5-02	L3-P5-02	L3-06-tasks.md	2323	exact
L3	L3-P5-03	L3-P5-03	L3-06-tasks.md	2354	exact
L3	L3-P5-04	L3-P5-04	L3-06-tasks.md	2385	exact
L3	L3-P5-05	L3-P5-05	L3-06-tasks.md	2424	exact
L3	L3-P5-06	L3-P5-06	L3-06-tasks.md	2453	exact
L3	L3-P5-07	L3-P5-07	L3-06-tasks.md	2494	exact
L3	L3-P5-08	L3-P5-08	L3-06-tasks.md	2535	exact
L3	L3-P6-01	L3-P6-01	L3-06-tasks.md	2575	exact
L3	L3-P6-02	L3-P6-02	L3-06-tasks.md	2613	exact
L3	L3-P6-03	L3-P6-03	L3-06-tasks.md	2649	exact
L3	L3-P6-04	L3-P6-04	L3-06-tasks.md	2678	exact
L3	L3-P6-05	L3-P6-05	L3-06-tasks.md	2708	exact
L3	L3-P6-06	L3-P6-06	L3-06-tasks.md	2737	exact
L3	L3-P6-07	L3-P6-07	L3-06-tasks.md	2768	exact
L3	L3-P6-08	L3-P6-08	L3-06-tasks.md	2797	exact
L3	L3-P6-09	L3-P6-09	L3-06-tasks.md	2828	exact
L3	L3-P6-10	L3-P6-10	L3-06-tasks.md	2860	exact
L3	L3-P7-01	L3-P7-01	L3-06-tasks.md	2896	exact
L3	L3-P7-02	L3-P7-02	L3-06-tasks.md	2927	exact
L3	L3-P7-03	L3-P7-03	L3-06-tasks.md	2972	exact
L3	L3-P7-04	L3-P7-04	L3-06-tasks.md	3003	exact
L3	L3-P7-05	L3-P7-05	L3-06-tasks.md	3035	exact
L3	L3-P8-01	L3-P8-01	L3-06-tasks.md	3073	exact
L3	L3-P8-02	L3-P8-02	L3-06-tasks.md	3104	exact
L3	L3-P8-03	L3-P8-03	L3-06-tasks.md	3133	exact
L3	L3-P8-04	L3-P8-04	L3-06-tasks.md	3162	exact
L3	L3-P8-05	L3-P8-05	L3-06-tasks.md	3196	exact
L3	L3-P8-06	L3-P8-06	L3-06-tasks.md	3241	exact
L4	L4-P1-T01	L4-P1-T01	L4-01-records-repo.md	151	HIGH
L4	L4-P1-T02	L4-P1-T02	L4-01-records-repo.md	228	HIGH
L4	L4-P1-T03	L4-P1-T03	L4-01-records-repo.md	292	HIGH
L4	L4-P1-T04	L4-P1-T04	L4-01-records-repo.md	398	HIGH
L4	L4-P1-T05	L4-P1-T05	L4-01-records-repo.md	614	HIGH
L4	L4-P1-T06	L4-P1-T06	L4-01-records-repo.md	701	HIGH
L4	L4-P1-T07	L4-P1-T07	L4-01-records-repo.md	779	HIGH
L4	L4-P1-T08	L4-P1-T08	L4-01-records-repo.md	888	HIGH
L4	L4-P1-T09	L4-P1-T09	L4-01-records-repo.md	994	HIGH
L4	L4-P1-T10	L4-P1-T10	L4-01-records-repo.md	1094	HIGH
L4	L4-P1-T11	L4-P1-T11	L4-01-records-repo.md	1219	HIGH
L4	L4-P1-T12	L4-P1-T12	L4-01-records-repo.md	1328	HIGH
L4	L4-P2-01	NONE	-	-	RESIDUE
L4	L4-P2-02	L4-T201	L4-02-record-schemas.md	216	HIGH
L4	L4-P2-03	L4-T202	L4-02-record-schemas.md	288	HIGH
L4	L4-P2-04	L4-T202	L4-02-record-schemas.md	288	HIGH
L4	L4-P2-05	L4-T204	L4-02-record-schemas.md	741	HIGH
L4	L4-P2-06	L4-T223	L4-02-record-schemas.md	3166	MED
L4	L4-P2-07	L4-T206	L4-02-record-schemas.md	1301	HIGH
L4	L4-P2-08	L4-T207	L4-02-record-schemas.md	1413	HIGH
L4	L4-P2-09	L4-T208	L4-02-record-schemas.md	1536	HIGH
L4	L4-P2-10	L4-T209	L4-02-record-schemas.md	1632	HIGH
L4	L4-P2-11	L4-T210	L4-02-record-schemas.md	1731	HIGH
L4	L4-P2-12	L4-T211	L4-02-record-schemas.md	1841	HIGH
L4	L4-P2-13	L4-T212+L4-T213	L4-02-record-schemas.md	1942, 2047	HIGH
L4	L4-P2-14	L4-T214	L4-02-record-schemas.md	2139	HIGH
L4	L4-P2-15	L4-T215	L4-02-record-schemas.md	2252	HIGH
L4	L4-P2-16	L4-T216	L4-02-record-schemas.md	2378	HIGH
L4	L4-P2-17	L4-T217	L4-02-record-schemas.md	2499	HIGH
L4	L4-P2-18	L4-T218	L4-02-record-schemas.md	2622	HIGH
L4	L4-P2-19	L4-T219	L4-02-record-schemas.md	2743	HIGH
L4	L4-P2-20	L4-T220	L4-02-record-schemas.md	2835	HIGH
L4	L4-P2-21	L4-T221	L4-02-record-schemas.md	2943	HIGH
L4	L4-P2-22	L4-T222	L4-02-record-schemas.md	3042	HIGH
L4	L4-P2-23	NONE	-	-	RESIDUE
L4	L4-P2-24	L4-P7-T12	L4-07-tests-and-runbook.md	1666	MED
L4	L4-P2-25	L4-T216	L4-02-record-schemas.md	2378	MED
L4	L4-P2-26	L4-P7-T04	L4-07-tests-and-runbook.md	631	HIGH
L4	L4-P2-27	L4-P7-T06	L4-07-tests-and-runbook.md	807	HIGH
L4	L4-P2-28	NONE	-	-	RESIDUE
L4	L4-P2-29	L4-T223	L4-02-record-schemas.md	3166	HIGH
L4	L4-P3-01	L4-T203	L4-02-record-schemas.md	507	HIGH
L4	L4-P3-02	NONE	-	-	RESIDUE
L4	L4-P3-03	L4-T203	L4-02-record-schemas.md	507	MED
L4	L4-P3-04	NONE	-	-	RESIDUE
L4	L4-P3-05	NONE	-	-	RESIDUE
L4	L4-P3-06	L4-P3-06	L4-03-metric-register.md	46	HIGH
L4	L4-P3-07	NONE	-	-	RESIDUE
L4	L4-P4-01	L4-T305	L4-03-write-paths.md	745	HIGH
L4	L4-P4-02	L4-T305	L4-03-write-paths.md	745	HIGH
L4	L4-P4-03	L4-T305	L4-03-write-paths.md	745	HIGH
L4	L4-P4-04	L4-T305	L4-03-write-paths.md	745	MED
L4	L4-P4-05	L4-T305	L4-03-write-paths.md	745	HIGH
L4	L4-P4-06	L4-T306	L4-03-write-paths.md	990	HIGH
L4	L4-P4-07	NONE	-	-	RESIDUE
L4	L4-P4-08	NONE	-	-	RESIDUE
L4	L4-P4-09	L4-T315	L4-03-write-paths.md	2133	MED
L4	L4-P4-10	NONE	-	-	RESIDUE
L4	L4-P5-01	L4-P5-01	L4-05-pipeline-and-boards.md	444	HIGH
L4	L4-P5-02	L4-P5-02	L4-05-pipeline-and-boards.md	699	HIGH
L4	L4-P5-03	L4-P5-03	L4-05-pipeline-and-boards.md	884	HIGH
L4	L4-P5-04	L4-P5-04	L4-05-pipeline-and-boards.md	1100	HIGH
L4	L4-P5-05	L4-T416	L4-04-attention-ledger.md	3060	HIGH
L4	L4-P5-06	L4-T417	L4-04-attention-ledger.md	3225	HIGH
L4	L4-P5-07	L4-T417	L4-04-attention-ledger.md	3225	HIGH
L4	L4-P5-08	L4-T416	L4-04-attention-ledger.md	3060	HIGH
L4	L4-P5-09	L4-T416	L4-04-attention-ledger.md	3060	HIGH
L4	L4-P5-10	L4-T416	L4-04-attention-ledger.md	3060	HIGH
L4	L4-P5-11	L4-T417	L4-04-attention-ledger.md	3225	HIGH
L4	L4-P5-12	L4-P7-T10	L4-07-tests-and-runbook.md	1377	HIGH
L4	L4-P5-13	NONE	-	-	RESIDUE
L4	L4-P6-01	L4-T402	L4-04-attention-ledger.md	360	HIGH
L4	L4-P6-02	L4-T403	L4-04-attention-ledger.md	496	HIGH
L4	L4-P6-03	L4-T407+L4-T404	L4-04-attention-ledger.md	1274, 660	HIGH
L4	L4-P6-04	L4-T407	L4-04-attention-ledger.md	1274	HIGH
L4	L4-P6-05	L4-T408	L4-04-attention-ledger.md	1474	HIGH
L4	L4-P6-06	L4-T409	L4-04-attention-ledger.md	1593	HIGH
L4	L4-P6-07	L4-T410	L4-04-attention-ledger.md	1706	HIGH
L4	L4-P6-08	L4-T410	L4-04-attention-ledger.md	1706	HIGH
L4	L4-P6-09	L4-T402	L4-04-attention-ledger.md	360	HIGH
L4	L4-P6-10	L4-T411	L4-04-attention-ledger.md	1847	HIGH
L4	L4-P6-11	L4-T411	L4-04-attention-ledger.md	1847	HIGH
L4	L4-P6-12	L4-T405	L4-04-attention-ledger.md	872	HIGH
L4	L4-P6-13	L4-T411	L4-04-attention-ledger.md	1847	HIGH
L4	L4-P6-14	L4-T413	L4-04-attention-ledger.md	2454	MED
L4	L4-P6-15	L4-P7-T09	L4-07-tests-and-runbook.md	1108	HIGH
L4	L4-P7-01	L4-P7-01	L4-03-metric-register.md	267	HIGH
L4	L4-P7-02	L4-P7-02	L4-03-metric-register.md	351	HIGH
L4	L4-P7-03	L4-P7-03	L4-03-metric-register.md	389	HIGH
L4	L4-P7-04	L4-P7-04	L4-03-metric-register.md	429	HIGH
L4	L4-P7-05	L4-P7-05	L4-03-metric-register.md	471	HIGH
L4	L4-P7-06	L4-P7-06	L4-03-metric-register.md	511	HIGH
L4	L4-P7-07	L4-P7-07	L4-03-metric-register.md	550	HIGH
L4	L4-P7-08	L4-P7-08	L4-03-metric-register.md	588	HIGH
L4	L4-P7-09	L4-P7-09	L4-03-metric-register.md	626	HIGH
L4	L4-P7-10	L4-P7-10	L4-03-metric-register.md	664	HIGH
L4	L4-P7-11	L4-P7-11	L4-03-metric-register.md	702	HIGH
L4	L4-P7-12	L4-P7-12	L4-03-metric-register.md	740	HIGH
L4	L4-P7-13	L4-P7-13	L4-03-metric-register.md	778	HIGH
L4	L4-P7-14	L4-P7-14	L4-03-metric-register.md	816	HIGH
L4	L4-P7-15	L4-P7-15	L4-03-metric-register.md	854	HIGH
L4	L4-P7-16	L4-P7-16	L4-03-metric-register.md	892	HIGH
L4	L4-P7-17	L4-P7-17	L4-03-metric-register.md	930	HIGH
L4	L4-P7-18	L4-P7-18	L4-03-metric-register.md	968	HIGH
L4	L4-P7-19	L4-P7-19	L4-03-metric-register.md	1006	HIGH
L4	L4-P7-20	L4-P7-20	L4-03-metric-register.md	1044	HIGH
L4	L4-P8-01	NONE	-	-	RESIDUE
L4	L4-P8-02	NONE	-	-	RESIDUE
L4	L4-P8-03	NONE	-	-	RESIDUE
L4	L4-P8-04	L4-P7-T14	L4-07-tests-and-runbook.md	1929	MED
L4	L4-T001	L4-T001	L4-00-charter.md	248	HIGH
L4	L4-T002	L4-T002	L4-00-charter.md	309	HIGH
L4	L4-T003	L4-T003	L4-00-charter.md	384	HIGH
L4	L4-T004	L4-T004	L4-00-charter.md	457	HIGH
L4	L4-T005	L4-T005	L4-00-charter.md	519	HIGH
L4	L4-T006	L4-T006	L4-00-charter.md	612	HIGH
L4	L4-T007	L4-T007	L4-00-charter.md	705	HIGH
L5	L5-T01	L5-T01	L5-06-tasks.md	210	EXACT
L5	L5-T02	L5-T02	L5-06-tasks.md	265	EXACT
L5	L5-T03	L5-T03	L5-06-tasks.md	309	EXACT
L5	L5-T04	L5-T04	L5-06-tasks.md	351	EXACT
L5	L5-T05	L5-T05	L5-06-tasks.md	430	EXACT
L5	L5-T06	L5-T06	L5-06-tasks.md	502	EXACT
L5	L5-T07	L5-T07	L5-06-tasks.md	580	EXACT
L5	L5-T08	L5-T08	L5-06-tasks.md	665	EXACT
L5	L5-T09	L5-T09	L5-06-tasks.md	750	EXACT
L5	L5-T10	L5-T10	L5-06-tasks.md	825	EXACT
L5	L5-T11	L5-T11	L5-06-tasks.md	887	EXACT
L5	L5-T12	L5-T12	L5-06-tasks.md	929	EXACT
L5	L5-T13	L5-T13	L5-06-tasks.md	973	EXACT
L5	L5-T14	L5-T14	L5-06-tasks.md	1020	EXACT
L5	L5-T15	L5-T15	L5-06-tasks.md	1068	EXACT
L5	L5-T16	L5-T16	L5-06-tasks.md	1138	EXACT
L5	L5-T17	L5-T17	L5-06-tasks.md	1287	EXACT
L5	L5-T18	L5-T18	L5-06-tasks.md	1350	EXACT
L5	L5-T19	L5-T19	L5-06-tasks.md	1461	EXACT
L5	L5-T20	L5-T20	L5-06-tasks.md	1540	EXACT
L5	L5-T21	L5-T21	L5-06-tasks.md	1625	EXACT
L5	L5-T22	L5-T22	L5-06-tasks.md	1728	EXACT
L5	L5-T23	L5-T23	L5-06-tasks.md	1816	EXACT
L5	L5-T24	L5-T24	L5-06-tasks.md	1895	EXACT
L5	L5-T25	L5-T25	L5-06-tasks.md	2003	EXACT
L5	L5-T26	L5-T26	L5-06-tasks.md	2066	EXACT
L5	L5-T27	L5-T27	L5-06-tasks.md	2127	EXACT
L5	L5-T28	L5-T28	L5-06-tasks.md	2183	EXACT
L5	L5-T29	L5-T29	L5-06-tasks.md	2262	EXACT
L5	L5-T30	L5-T30	L5-06-tasks.md	2322	EXACT
L5	L5-T31	L5-T31	L5-06-tasks.md	2410	EXACT
